disease,disease index,gene,gene index
acute promyelocytic leukemia,2,207,123
alzheimer's disease,4,207,123
atherosclerosis,5,207,123
basal cell carcinoma,6,207,123
bladder cancer,7,207,123
breast cancer,9,207,123
cardiovascular disease,10,207,123
cervical cancer,11,207,123
cholangiocarcinoma,13,207,123
colon cancer,15,207,123
colorectal cancer,16,207,123
coronary artery disease,17,207,123
diabetes mellitus,19,207,123
diabetic retinopathy,20,207,123
endometrial cancer,22,207,123
glioblastoma,28,207,123
glioblastoma multiforme,29,207,123
glioma,30,207,123
heart disease,31,207,123
hepatoblastoma,33,207,123
hirschsprung disease,35,207,123
hypertension,36,207,123
hypertrophic cardiomyopathy,37,207,123
intervertebral disc degeneration,40,207,123
lung cancer,44,207,123
lupus nephritis,45,207,123
major depressive disorder,46,207,123
multiple sclerosis,48,207,123
myocardial infarction,50,207,123
non-small cell lung cancer,53,207,123
osteosarcoma,56,207,123
pancreatic ductal adenocarcinoma,59,207,123
papillary thyroid carcinoma,60,207,123
prostate cancer,63,207,123
rheumatoid arthritis,65,207,123
silicosis,66,207,123
tuberculosis,69,207,123
alzheimer's disease,4,208,124
atherosclerosis,5,208,124
basal cell carcinoma,6,208,124
bladder cancer,7,208,124
cardiovascular disease,10,208,124
cervical cancer,11,208,124
coronary artery disease,17,208,124
diabetes mellitus,19,208,124
glioblastoma,28,208,124
glioblastoma multiforme,29,208,124
glioma,30,208,124
hepatoblastoma,33,208,124
myocardial infarction,50,208,124
osteosarcoma,56,208,124
pancreatic ductal adenocarcinoma,59,208,124
papillary thyroid carcinoma,60,208,124
prostate cancer,63,208,124
rheumatoid arthritis,65,208,124
alzheimer's disease,4,210,125
diabetes mellitus,19,210,125
glioma,30,210,125
tuberculosis,69,210,125
alzheimer's disease,4,211,126
diabetes mellitus,19,211,126
hypertension,36,211,126
acute promyelocytic leukemia,2,213,127
alzheimer's disease,4,213,127
atherosclerosis,5,213,127
bladder cancer,7,213,127
breast cancer,9,213,127
cardiovascular disease,10,213,127
cervical cancer,11,213,127
cholangiocarcinoma,13,213,127
coronary artery disease,17,213,127
diabetes mellitus,19,213,127
diabetic retinopathy,20,213,127
essential hypertension,25,213,127
gastric cancer,26,213,127
glioblastoma,28,213,127
glioblastoma multiforme,29,213,127
glioma,30,213,127
heart disease,31,213,127
hepatoblastoma,33,213,127
hepatocellular carcinoma,34,213,127
hypertension,36,213,127
lung cancer,44,213,127
lupus nephritis,45,213,127
major depressive disorder,46,213,127
multiple sclerosis,48,213,127
myocardial infarction,50,213,127
osteoarthritis,55,213,127
osteosarcoma,56,213,127
pancreatic ductal adenocarcinoma,59,213,127
prostate cancer,63,213,127
rheumatoid arthritis,65,213,127
systemic lupus erythematosus,67,213,127
tuberculosis,69,213,127
atherosclerosis,5,214,128
bladder cancer,7,214,128
breast cancer,9,214,128
cardiovascular disease,10,214,128
cholangiocarcinoma,13,214,128
colon cancer,15,214,128
coronary artery disease,17,214,128
diabetes mellitus,19,214,128
glioblastoma,28,214,128
glioblastoma multiforme,29,214,128
lung cancer,44,214,128
multiple sclerosis,48,214,128
myocardial infarction,50,214,128
non-small cell lung cancer,53,214,128
osteosarcoma,56,214,128
papillary thyroid carcinoma,60,214,128
rheumatoid arthritis,65,214,128
alzheimer's disease,4,215,129
atherosclerosis,5,215,129
leukoaraiosis,41,215,129
lupus nephritis,45,215,129
alzheimer's disease,4,216,130
bladder cancer,7,216,130
breast cancer,9,216,130
cervical cancer,11,216,130
cholangiocarcinoma,13,216,130
diabetes mellitus,19,216,130
esophageal cancer,23,216,130
glioblastoma,28,216,130
glioblastoma multiforme,29,216,130
glioma,30,216,130
hepatocellular carcinoma,34,216,130
lung cancer,44,216,130
nonalcoholic steatohepatitis,52,216,130
non-small cell lung cancer,53,216,130
osteosarcoma,56,216,130
papillary thyroid carcinoma,60,216,130
prostate cancer,63,216,130
rheumatoid arthritis,65,216,130
alzheimer's disease,4,217,131
atherosclerosis,5,217,131
cardiovascular disease,10,217,131
coronary artery disease,17,217,131
diabetes mellitus,19,217,131
diabetic retinopathy,20,217,131
esophageal cancer,23,217,131
essential hypertension,25,217,131
heart disease,31,217,131
hypertension,36,217,131
myocardial infarction,50,217,131
nonalcoholic steatohepatitis,52,217,131
rheumatoid arthritis,65,217,131
tuberculosis,69,217,131
glioblastoma,28,218,132
glioblastoma multiforme,29,218,132
coronary artery disease,17,219,133
nonalcoholic steatohepatitis,52,219,133
osteosarcoma,56,219,133
breast cancer,9,220,134
cholangiocarcinoma,13,220,134
gastric cancer,26,220,134
glioblastoma,28,220,134
glioblastoma multiforme,29,220,134
glioma,30,220,134
papillary thyroid carcinoma,60,220,134
rheumatoid arthritis,65,220,134
diabetes mellitus,19,221,135
cardiovascular disease,10,223,136
diabetes mellitus,19,224,137
acne,0,225,138
diabetes mellitus,19,225,138
pancreatic ductal adenocarcinoma,59,225,138
cholangiocarcinoma,13,226,139
osteosarcoma,56,226,139
diabetes mellitus,19,229,140
gastric cancer,26,229,140
hepatoblastoma,33,230,141
atherosclerosis,5,231,142
breast cancer,9,231,142
cardiovascular disease,10,231,142
diabetes mellitus,19,231,142
diabetic retinopathy,20,231,142
essential hypertension,25,231,142
glioblastoma,28,231,142
glioblastoma multiforme,29,231,142
glioma,30,231,142
hepatoblastoma,33,231,142
hypertension,36,231,142
multiple sclerosis,48,231,142
nonalcoholic steatohepatitis,52,231,142
tuberculosis,69,231,142
acute promyelocytic leukemia,2,238,143
basal cell carcinoma,6,238,143
cervical cancer,11,238,143
colorectal cancer,16,238,143
diabetes mellitus,19,238,143
glioblastoma,28,238,143
glioblastoma multiforme,29,238,143
glioma,30,238,143
hirschsprung disease,35,238,143
lung adenocarcinoma,43,238,143
lung cancer,44,238,143
non-small cell lung cancer,53,238,143
osteosarcoma,56,238,143
pancreatic ductal adenocarcinoma,59,238,143
papillary thyroid carcinoma,60,238,143
acute myeloid leukemia,1,239,144
alzheimer's disease,4,239,144
atherosclerosis,5,239,144
cardiovascular disease,10,239,144
diabetes mellitus,19,239,144
essential hypertension,25,239,144
hypertension,36,239,144
myocardial infarction,50,239,144
rheumatoid arthritis,65,239,144
tuberculosis,69,239,144
acute promyelocytic leukemia,2,240,145
alzheimer's disease,4,240,145
atherosclerosis,5,240,145
cardiovascular disease,10,240,145
cholangiocarcinoma,13,240,145
coronary artery disease,17,240,145
diabetes mellitus,19,240,145
gastric cancer,26,240,145
glioblastoma,28,240,145
glioblastoma multiforme,29,240,145
heart disease,31,240,145
hypertension,36,240,145
major depressive disorder,46,240,145
multiple sclerosis,48,240,145
myocardial infarction,50,240,145
osteosarcoma,56,240,145
papillary thyroid carcinoma,60,240,145
prostate cancer,63,240,145
rheumatoid arthritis,65,240,145
tuberculosis,69,240,145
alzheimer's disease,4,241,146
atherosclerosis,5,241,146
cardiovascular disease,10,241,146
coronary artery disease,17,241,146
diabetes mellitus,19,241,146
heart disease,31,241,146
hypertension,36,241,146
myocardial infarction,50,241,146
osteosarcoma,56,241,146
rheumatoid arthritis,65,241,146
alzheimer's disease,4,246,147
atherosclerosis,5,246,147
cardiovascular disease,10,246,147
cholangiocarcinoma,13,246,147
coronary artery disease,17,246,147
diabetes mellitus,19,246,147
diabetic retinopathy,20,246,147
glioblastoma,28,246,147
glioblastoma multiforme,29,246,147
heart disease,31,246,147
multiple sclerosis,48,246,147
myocardial infarction,50,246,147
rheumatoid arthritis,65,246,147
tuberculosis,69,246,147
atherosclerosis,5,247,148
coronary artery disease,17,247,148
diabetes mellitus,19,247,148
heart disease,31,247,148
alzheimer's disease,4,248,149
cervical cancer,11,248,149
cholangiocarcinoma,13,248,149
diabetes mellitus,19,248,149
glioblastoma,28,248,149
glioblastoma multiforme,29,248,149
hypertension,36,248,149
osteosarcoma,56,248,149
tuberculosis,69,248,149
atherosclerosis,5,249,150
cardiovascular disease,10,249,150
coronary artery disease,17,249,150
diabetes mellitus,19,249,150
heart disease,31,249,150
osteoarthritis,55,249,150
osteosarcoma,56,249,150
alzheimer's disease,4,250,151
cardiovascular disease,10,250,151
cervical cancer,11,250,151
cholangiocarcinoma,13,250,151
diabetes mellitus,19,250,151
glioblastoma,28,250,151
glioblastoma multiforme,29,250,151
hypertension,36,250,151
osteosarcoma,56,250,151
prostate cancer,63,250,151
rheumatoid arthritis,65,250,151
tuberculosis,69,250,151
hepatoblastoma,33,251,152
pancreatic ductal adenocarcinoma,59,251,152
breast cancer,9,257,153
osteosarcoma,56,258,154
cardiovascular disease,10,259,155
diabetes mellitus,19,259,155
glioma,30,259,155
hypertension,36,259,155
major depressive disorder,46,259,155
tuberculosis,69,259,155
cardiovascular disease,10,261,156
cholangiocarcinoma,13,261,156
myocardial infarction,50,261,156
alzheimer's disease,4,262,157
cardiovascular disease,10,262,157
diabetes mellitus,19,262,157
diabetic retinopathy,20,262,157
rheumatoid arthritis,65,262,157
alzheimer's disease,4,263,158
cardiovascular disease,10,263,158
diabetes mellitus,19,263,158
diabetic retinopathy,20,263,158
rheumatoid arthritis,65,263,158
glioblastoma,28,265,159
glioblastoma multiforme,29,265,159
alzheimer's disease,4,267,160
coronary artery disease,17,267,160
glioblastoma,28,267,160
glioblastoma multiforme,29,267,160
heart disease,31,267,160
pancreatic ductal adenocarcinoma,59,267,160
papillary thyroid carcinoma,60,267,160
atherosclerosis,5,268,161
breast cancer,9,268,161
cardiovascular disease,10,268,161
cervical cancer,11,268,161
coronary artery disease,17,268,161
diabetes mellitus,19,268,161
glioblastoma,28,268,161
glioblastoma multiforme,29,268,161
heart disease,31,268,161
hypertension,36,268,161
intervertebral disc degeneration,40,268,161
multiple sclerosis,48,268,161
osteoarthritis,55,268,161
rheumatoid arthritis,65,268,161
cervical cancer,11,269,162
cardiovascular disease,10,270,163
coronary artery disease,17,270,163
diabetes mellitus,19,270,163
essential hypertension,25,270,163
glioma,30,270,163
heart disease,31,270,163
hypertension,36,270,163
myocardial infarction,50,270,163
papillary thyroid carcinoma,60,270,163
rheumatoid arthritis,65,270,163
major depressive disorder,46,272,164
alzheimer's disease,4,273,165
osteosarcoma,56,273,165
alzheimer's disease,4,274,166
diabetes mellitus,19,274,166
myocardial infarction,50,274,166
multiple sclerosis,48,275,167
diabetes mellitus,19,276,168
major depressive disorder,46,276,168
diabetes mellitus,19,277,169
major depressive disorder,46,277,169
diabetes mellitus,19,278,170
major depressive disorder,46,278,170
diabetes mellitus,19,279,171
glioblastoma,28,282,172
glioblastoma multiforme,29,282,172
osteosarcoma,56,282,172
alzheimer's disease,4,283,173
cardiovascular disease,10,283,173
cervical cancer,11,283,173
diabetes mellitus,19,283,173
diabetic retinopathy,20,283,173
glioblastoma,28,283,173
glioblastoma multiforme,29,283,173
glioma,30,283,173
hypertension,36,283,173
infantile hemangioma,39,283,173
major depressive disorder,46,283,173
myocardial infarction,50,283,173
rheumatoid arthritis,65,283,173
alzheimer's disease,4,284,174
atherosclerosis,5,284,174
breast cancer,9,284,174
cardiovascular disease,10,284,174
cervical cancer,11,284,174
coronary artery disease,17,284,174
diabetes mellitus,19,284,174
diabetic retinopathy,20,284,174
glioblastoma,28,284,174
glioblastoma multiforme,29,284,174
glioma,30,284,174
heart disease,31,284,174
hypertension,36,284,174
infantile hemangioma,39,284,174
myocardial infarction,50,284,174
papillary thyroid carcinoma,60,284,174
prostate cancer,63,284,174
rheumatoid arthritis,65,284,174
silicosis,66,284,174
tuberculosis,69,284,174
acute myeloid leukemia,1,285,175
alzheimer's disease,4,285,175
atherosclerosis,5,285,175
breast cancer,9,285,175
cardiovascular disease,10,285,175
cervical cancer,11,285,175
cholangiocarcinoma,13,285,175
coronary artery disease,17,285,175
diabetes mellitus,19,285,175
diabetic retinopathy,20,285,175
essential hypertension,25,285,175
glioblastoma,28,285,175
glioblastoma multiforme,29,285,175
glioma,30,285,175
heart disease,31,285,175
hepatocellular carcinoma,34,285,175
hypertension,36,285,175
infantile hemangioma,39,285,175
intervertebral disc degeneration,40,285,175
lupus nephritis,45,285,175
major depressive disorder,46,285,175
moyamoya disease,47,285,175
multiple sclerosis,48,285,175
myocardial infarction,50,285,175
osteoarthritis,55,285,175
osteosarcoma,56,285,175
papillary thyroid carcinoma,60,285,175
pre-eclampsia,61,285,175
rheumatoid arthritis,65,285,175
tuberculosis,69,285,175
alzheimer's disease,4,286,176
diabetes mellitus,19,286,176
cardiovascular disease,10,287,177
diabetes mellitus,19,287,177
heart disease,31,287,177
myocardial infarction,50,287,177
alzheimer's disease,4,288,178
major depressive disorder,46,288,178
acute myeloid leukemia,1,290,179
acute promyelocytic leukemia,2,290,179
alzheimer's disease,4,290,179
atherosclerosis,5,290,179
cardiovascular disease,10,290,179
coronary artery disease,17,290,179
diabetes mellitus,19,290,179
diabetic retinopathy,20,290,179
glioma,30,290,179
hepatoblastoma,33,290,179
hypertension,36,290,179
major depressive disorder,46,290,179
multiple sclerosis,48,290,179
myocardial infarction,50,290,179
osteosarcoma,56,290,179
rheumatoid arthritis,65,290,179
alzheimer's disease,4,291,180
diabetes mellitus,19,291,180
hypertrophic cardiomyopathy,37,291,180
major depressive disorder,46,291,180
multiple sclerosis,48,291,180
major depressive disorder,46,293,181
acute promyelocytic leukemia,2,301,182
alzheimer's disease,4,301,182
atherosclerosis,5,301,182
basal cell carcinoma,6,301,182
breast cancer,9,301,182
cardiovascular disease,10,301,182
cervical cancer,11,301,182
cholangiocarcinoma,13,301,182
coronary artery disease,17,301,182
diabetes mellitus,19,301,182
glioblastoma,28,301,182
glioblastoma multiforme,29,301,182
glioma,30,301,182
heart disease,31,301,182
lung cancer,44,301,182
multiple sclerosis,48,301,182
myocardial infarction,50,301,182
nonalcoholic steatohepatitis,52,301,182
non-small cell lung cancer,53,301,182
osteosarcoma,56,301,182
pancreatic ductal adenocarcinoma,59,301,182
papillary thyroid carcinoma,60,301,182
prostate cancer,63,301,182
rheumatoid arthritis,65,301,182
tuberculosis,69,301,182
acute myeloid leukemia,1,302,183
acute promyelocytic leukemia,2,302,183
atherosclerosis,5,302,183
bladder cancer,7,302,183
breast cancer,9,302,183
cervical cancer,11,302,183
cholangiocarcinoma,13,302,183
coronary artery disease,17,302,183
diabetes mellitus,19,302,183
diabetic retinopathy,20,302,183
glioblastoma,28,302,183
glioblastoma multiforme,29,302,183
glioma,30,302,183
heart disease,31,302,183
lupus nephritis,45,302,183
multiple sclerosis,48,302,183
osteosarcoma,56,302,183
pancreatic ductal adenocarcinoma,59,302,183
prostate cancer,63,302,183
rheumatoid arthritis,65,302,183
tuberculosis,69,302,183
acute promyelocytic leukemia,2,306,184
myocardial infarction,50,306,184
osteosarcoma,56,306,184
rheumatoid arthritis,65,306,184
acute myeloid leukemia,1,307,185
cholangiocarcinoma,13,307,185
rheumatoid arthritis,65,307,185
acute myeloid leukemia,1,308,186
acute promyelocytic leukemia,2,308,186
alzheimer's disease,4,308,186
atherosclerosis,5,308,186
cardiovascular disease,10,308,186
cervical cancer,11,308,186
cholangiocarcinoma,13,308,186
coronary artery disease,17,308,186
diabetes mellitus,19,308,186
gastric cancer,26,308,186
glioblastoma,28,308,186
glioblastoma multiforme,29,308,186
glioma,30,308,186
heart disease,31,308,186
hypertension,36,308,186
multiple sclerosis,48,308,186
myocardial infarction,50,308,186
osteosarcoma,56,308,186
papillary thyroid carcinoma,60,308,186
pre-eclampsia,61,308,186
rheumatoid arthritis,65,308,186
tuberculosis,69,308,186
acne,0,309,187
acute myeloid leukemia,1,309,187
alzheimer's disease,4,309,187
cervical cancer,11,309,187
diabetes mellitus,19,309,187
glioma,30,309,187
infantile hemangioma,39,309,187
nonalcoholic steatohepatitis,52,309,187
osteosarcoma,56,309,187
prostate cancer,63,309,187
rheumatoid arthritis,65,309,187
breast cancer,9,310,188
cardiovascular disease,10,310,188
gastric cancer,26,310,188
glioblastoma,28,310,188
glioblastoma multiforme,29,310,188
glioma,30,310,188
